Sales Category,Item Name,Modifier,,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
Pizza,Naga Habanero Balachao,16" XLARGE,,,12,225.88,0,225.88,
Pizza,4Cheez with Hot Honey,,,19.17138364779874,120,2306.49,3.4,2303.09,
Pizza,4Cheez with Hot Honey,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,4Cheez with Hot Honey,Italian Sausage,,,2,5.98,0,5.98,
Pizza,4Cheez with Hot Honey,Hot Honey On Half,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,Jhura Beef,,,1,2.99,0,2.99,
Pizza,4Cheez with Hot Honey,16" XLARGE,,,33,686.67,0,686.67,
Pizza,4Cheez with Hot Honey,HH Onthe Side,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,Hot Honey,,,2,0.99,0,0.99,
Pizza,4Cheez with Hot Honey,Only On Half,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,14" LARGE,,,87,1532.13,0,1532.13,
Pizza,4Cheez with Hot Honey,Pepperoni,,,20,59.8,0,59.8,
Pizza,4Cheez with Hot Honey,Side Hot Honey,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,Chicken Chunks,,,5,14.95,0,14.95,
Pizza,4Cheez with Hot Honey,Jalapeno,,,1,0.99,0,0.99,
Pizza,4Cheez with Hot Honey,Hot Honey On Side,,,1,0,0,0,
Pizza,Tomato Basil Pasta,,,12.03996212121212,52,627.12,4.1,623.02,
Pizza,Tomato Basil Pasta,Spinach,,,2,0,0,0,
Pizza,Tomato Basil Pasta,Medium,,,6,0,0,0,
Pizza,Tomato Basil Pasta,Italian Sausage,,,16,47.84,0,47.84,
Pizza,Tomato Basil Pasta,Mild,,,7,0,0,0,
Pizza,Tomato Basil Pasta,Mushroom,,,4,0,0,0,
Pizza,Tomato Basil Pasta,Ghee Mushroom,,,5,14.95,0,14.95,
Pizza,Tomato Basil Pasta,Chicken,,,15,44.85,0,44.85,
Pizza,Tomato Basil Pasta,Onions,,,2,0,0,0,
Pizza,Marinara Sauce,,,1.99,34,67.66,0,67.66,
Pizza,Customized Pizza,,,22.231,30,667.93,5.34,662.59,
Pizza,Customized Pizza,Red Sauce,,,25,0,0,0,
Pizza,Customized Pizza,Jalapeno,,,6,5.94,0,5.94,
Pizza,Customized Pizza,Green Peppers,,,7,6.93,0,6.93,
Pizza,Customized Pizza,This Is Half,,,1,0,0,0,
Pizza,Customized Pizza,Mozzarella,,,2,3.98,0,3.98,
Pizza,Customized Pizza,Jhura Beef,,,5,14.95,0,14.95,
Pizza,Customized Pizza,Chicken Chunks,,,7,20.93,0,20.93,
Pizza,Customized Pizza,Hot Honey,,,3,3.97,0,3.97,
Pizza,Customized Pizza,Onion,,,9,8.91,0,8.91,
Pizza,Customized Pizza,Black Olives,,,4,6.96,0,6.96,
Pizza,Customized Pizza,Cheddar,,,1,0,0,0,
Pizza,Customized Pizza,Alfredo Sauce,,,5,0,0,0,
Pizza,Customized Pizza,Pepperoni,,,11,32.89,0,32.89,
Pizza,Customized Pizza,Extra Cheese,,,5,9.95,0,9.95,
Pizza,Customized Pizza,16" XLARGE,,,11,200.89,0,200.89,
Pizza,Customized Pizza,14" LARGE,,,19,304.81,0,304.81,
Pizza,Customized Pizza,Italian Sausage,,,10,29.9,0,29.9,
Pizza,Customized Pizza,Garlic Ghee Mushrooms,,,5,9.95,0,9.95,
Pizza,Customized Pizza,Turkey Bacon,,,1,2.99,0,2.99,
Pizza,Customized Pizza,Chedar,,,1,0,0,0,
Pizza,Customized Pizza,Sharp Cheddar,,,1,1.99,0,1.99,
Pizza,Chicken Wrap,,,7.972510040160643,833,6483.6,368.53,6115.07,
Pizza,Chicken Wrap,Less Cheese| Less Spicy,,,1,0,0,0,
Pizza,Chicken Wrap,Cutinhalf,,,1,0,0,0,
Pizza,Chicken Wrap,No Veggies,,,1,0,0,0,
Pizza,Chicken Wrap,Med Spicy Less Spicy,,,1,0,0,0,
Pizza,Chicken Wrap,Extraaaaaaaa Spicy,,,1,0,0,0,
Pizza,Chicken Wrap,No Onions,,,1,0,0,0,
Pizza,Chicken Wrap,Nomozzarella,,,1,0,0,0,
Pizza,Chicken Wrap,Ranch,,,130,0,0,0,
Pizza,Chicken Wrap,Garlic Mayo,,,91,0,0,0,
Pizza,Chicken Wrap,JalapeÃ±o Ranch,,,42,0,0,0,
Pizza,Chicken Wrap,Both Sauces On Side,,,1,0,0,0,
Pizza,Chicken Wrap,Less Cheese,,,1,0,0,0,
Pizza,Chicken Wrap,Honey Mustard,,,17,0,0,0,
Pizza,Chicken Wrap,Extra Meat,,,7,20.93,0,20.93,
Pizza,Chicken Wrap,No Greenpeppers,,,1,0,0,0,
Pizza,Chicken Wrap,No Bellpepper,,,1,0,0,0,
Pizza,Chicken Wrap,No Vegies,,,1,0,0,0,
Pizza,Chicken Wrap,No Cheese,,,3,0,0,0,
Pizza,Chicken Wrap,Spicy,,,1,0,0,0,
Pizza,Chicken Wrap,Mild Cheddar Cheese,,,3,0,0,0,
Pizza,Chicken Wrap,No Gp,,,1,0,0,0,
Pizza,Chicken Wrap,Cut,,,1,0,0,0,
Pizza,Chicken Wrap,Less Cheese More Naga Spicy,,,1,0,0,0,
Pizza,Chicken Wrap,Naga Habanero,,,528,0,0,0,
Pizza,Chicken Wrap,Harissa Aoili,,,12,0,0,0,
Pizza,Chicken Wrap,Nogp,,,0,0,0,0,
Pizza,Chicken Wrap,Medium,,,2,0,0,0,
Pizza,Chicken Wrap,No Peppers,,,1,0,0,0,
Pizza,Chicken Wrap,Little Mozz,,,1,0,0,0,
Pizza,Chicken Wrap,No Onions|no Peppers,,,1,0,0,0,
Pizza,Chicken Wrap,No Green Peppers,,,1,0,0,0,
Pizza,Chicken Wrap,1 No Spice And 3 Medium,,,4,0,0,0,
Pizza,Chicken Wrap,Mshroom,,,1,0,0,0,
Pizza,Chicken Wrap,No Onions Cilantro,,,1,0,0,0,
Pizza,Chicken Wrap,Above Regular,,,1,0,0,0,
Pizza,Bengali Beef Pesto (Contains Nuts),,,24.842997737556562,305,7579.67,44.55,7535.12,
Pizza,Bengali Beef Pesto (Contains Nuts),Green Peppers,,,3,2.97,0,2.97,
Pizza,Bengali Beef Pesto (Contains Nuts),Garlic Ghee Mushrooms,,,7,13.93,0,13.93,
Pizza,Bengali Beef Pesto (Contains Nuts),Onion,,,5,4.95,0,4.95,
Pizza,Bengali Beef Pesto (Contains Nuts),Hot Honey,,,1,0.99,0,0.99,
Pizza,Bengali Beef Pesto (Contains Nuts),Jhura Beef,,,1,2.99,0,2.99,
Pizza,Bengali Beef Pesto (Contains Nuts),Ranch,,,1,0,0,0,
Pizza,Bengali Beef Pesto (Contains Nuts),Extra Cheese,,,1,1.99,0,1.99,
Pizza,Bengali Beef Pesto (Contains Nuts),14" LARGE,,,209,4938.91,0,4938.91,
Pizza,Bengali Beef Pesto (Contains Nuts),16" XLARGE,,,96,2591.04,0,2591.04,
Pizza,Bengali Beef Pesto (Contains Nuts),Pesto Little Less,,,1,0,0,0,
Pizza,Bengali Beef Pesto (Contains Nuts),Jalapeno,,,4,3.96,0,3.96,
Pizza,Bengali Beef Pesto (Contains Nuts),Pepperoni,,,4,11.96,0,11.96,
Pizza,Bengali Beef Pesto (Contains Nuts),Italian Sausage,,,2,5.98,0,5.98,
Pizza,14" Pie,,,10.4925,55,597.69,0,597.69,
Pizza,14" Pie,Cheese,,,37,0,0,0,
Pizza,14" Pie,Pepperoni,,,13,0,0,0,
Pizza,14" Pie,Specialty Alfredo Sauce - Mozzeralla Cheese,,,1,0,0,0,
Pizza,14" Pie,Blkoliv,,,1,0,0,0,
Pizza,14" Pie,Mushroom,,,1,0,0,0,
Pizza,14" Pie,Specialty Tomato Sauce - Mozzeralla Cheese,,,54,0,0,0,
Pizza,14" Pie,Chicken,,,4,0,0,0,
Pizza,Spicy Italian,,,20.69529411764706,17,351.82,1.13,350.69,
Pizza,Spicy Italian,14" LARGE,,,12,239.88,0,239.88,
Pizza,Spicy Italian,No Jalapeno,,,1,0,0,0,
Pizza,Spicy Italian,16" XLARGE,,,5,109.95,0,109.95,
Pizza,Spicy Italian,Extracheese No Onion,,,1,0,0,0,
Pizza,Spicy Italian,No Onions Jalapeno,,,1,0,0,0,
Pizza,Spicy Italian,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,Paneer Wrap,,,7.99,10,79.9,3.6,76.3,
Pizza,Paneer Wrap,Ranch,,,1,0,0,0,
Pizza,Paneer Wrap,Naga Habanero,,,5,0,0,0,
Pizza,Paneer Wrap,Harissa Aoili,,,1,0,0,0,
Pizza,Paneer Wrap,Garlic Mayo,,,3,0,0,0,
Pizza,Alfredo Chicken,,,20.181508620689655,132,2685.27,45.38,2639.89,
Pizza,Alfredo Chicken,Extra Cheese,,,2,3.98,0,3.98,
Pizza,Alfredo Chicken,Onion,,,6,5.94,0,5.94,
Pizza,Alfredo Chicken,Black Olives,,,3,5.97,0,5.97,
Pizza,Alfredo Chicken,14" LARGE,,,87,1629.13,0,1629.13,
Pizza,Alfredo Chicken,Garlic Ghee Mushrooms,,,9,17.91,0,17.91,
Pizza,Alfredo Chicken,Jhura Beef,,,1,2.99,0,2.99,
Pizza,Alfredo Chicken,Pepperoni,,,1,2.99,0,2.99,
Pizza,Alfredo Chicken,Half Mushroom,,,1,0,0,0,
Pizza,Alfredo Chicken,Italian Sausage,,,1,2.99,0,2.99,
Pizza,Alfredo Chicken,Turkey Bacon,,,9,26.91,0,26.91,
Pizza,Alfredo Chicken,Green Peppers,,,3,2.97,0,2.97,
Pizza,Alfredo Chicken,16" XLARGE,,,45,977.55,0,977.55,
Pizza,Alfredo Chicken,Jalapeno,,,6,5.94,0,5.94,
Pizza,Alfredo Chicken,Bongo Texmex,,,1,0,0,0,
Pizza,Soft Drink (2L),,,2.99,8,23.92,0,23.92,
Pizza,Side Jalapeno,,,0.99,3,2.97,0,2.97,
Pizza,Naga Habanero Pasta,,,12.674714714714714,145,1825.29,10.38,1814.91,
Pizza,Naga Habanero Pasta,Medium Spice,,,2,0,0,0,
Pizza,Naga Habanero Pasta,Medium,,,60,0,0,0,
Pizza,Naga Habanero Pasta,Medium Spicy,,,1,0,0,0,
Pizza,Naga Habanero Pasta,Chicken,,,93,278.07,0,278.07,
Pizza,Naga Habanero Pasta,Italian Sausage,,,22,65.78,0,65.78,
Pizza,Naga Habanero Pasta,Mushroom,,,1,0,0,0,
Pizza,Naga Habanero Pasta,Onions,,,1,0,0,0,
Pizza,Naga Habanero Pasta,Ghee Mushroom,,,11,32.89,0,32.89,
Pizza,Naga Habanero Pasta,Wild,,,15,0,0,0,
Pizza,Naga Habanero Pasta,Spicy,,,27,0,0,0,
Pizza,Naga Habanero Pasta,Mild,,,42,0,0,0,
Pizza,Mushroom Wrap,,,8.0895,22,178.77,0,178.77,
Pizza,Mushroom Wrap,Harissa Aoili,,,1,0,0,0,
Pizza,Mushroom Wrap,Naga Habanero,,,13,0,0,0,
Pizza,Mushroom Wrap,Light Cheese,,,1,0,0,0,
Pizza,Mushroom Wrap,Garlic Mayo,,,5,0,0,0,
Pizza,Mushroom Wrap,Ranch,,,2,0,0,0,
Pizza,Mushroom Wrap,Extra Meat,,,1,2.99,0,2.99,
Pizza,Mushroom Wrap,Honey Mustard,,,0,0,0,0,
Pizza,Side Banana Peppers,,,0.99,1,0.99,0,0.99,
Pizza,Cheddar Birds,,,20.88421052631579,19,395.8,0,395.8,
Pizza,Cheddar Birds,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,Cheddar Birds,No Jala,,,1,0,0,0,
Pizza,Cheddar Birds,No Jalepenos,,,2,0,0,0,
Pizza,Cheddar Birds,16" XLARGE,,,7,153.93,0,153.93,
Pizza,Cheddar Birds,14" LARGE,,,12,239.88,0,239.88,
Pizza,Beef Chopped Cheese,,,7.897854838709677,388,3008.08,190.58,2817.5,
Pizza,Beef Chopped Cheese,Honey Mustard,,,114,0,0,0,
Pizza,Beef Chopped Cheese,Garlic Mayo,,,181,0,0,0,
Pizza,Beef Chopped Cheese,Ranch,,,20,0,0,0,
Pizza,Beef Chopped Cheese,Harissa Aoili,,,3,0,0,0,
Pizza,Beef Chopped Cheese,One With No Onions,,,2,0,0,0,
Pizza,Beef Chopped Cheese,No Cheese,,,2,0,0,0,
Pizza,Beef Chopped Cheese,Naga Habanero,,,62,0,0,0,
Pizza,Beef Chopped Cheese,JalapeÃ±o Ranch,,,8,0,0,0,
Pizza,Beef Chopped Cheese,Light Cheese,,,1,0,0,0,
Pizza,Beef Chopped Cheese,Sriracha,,,1,0,0,0,
Pizza,Beef Chopped Cheese,Light Cheddar,,,1,0,0,0,
Pizza,Beef Chopped Cheese,Light Naga Sauce,,,1,0,0,0,
Pizza,Beef Chopped Cheese,Less Cheese,,,2,0,0,0,
Pizza,Beef Chopped Cheese,Extra Meat,,,4,11.96,0,11.96,
Pizza,Ranch,,,1.6917543859649122,189,313.11,0.04,313.07,
Pizza,Side Garlic Mayo,,,1.6718181818181819,24,40.76,0.04,40.72,
Pizza,Alfredo Pasta,,,12.80849025974026,204,2623.5,0,2623.5,
Pizza,Alfredo Pasta,Jalapenos,,,1,0,0,0,
Pizza,Alfredo Pasta,Spinach,,,1,0,0,0,
Pizza,Alfredo Pasta,Double Meat,,,1,2.49,0,2.49,
Pizza,Alfredo Pasta,Everything,,,1,0,0,0,
Pizza,Alfredo Pasta,Italian Sausage,,,7,20.93,0,20.93,
Pizza,Alfredo Pasta,Mushroom,,,1,0,0,0,
Pizza,Alfredo Pasta,Chicken,,,1,0,0,0,
Pizza,Alfredo Pasta,Ghee Mushroom,,,52,155.48,0,155.48,
Pizza,Full tray,,,80,1,80,0,80,
Pizza,Full tray,Naga Chicken,,,1,80,0,80,
Pizza,16" Pie,,,15,1,15,0,15,
Pizza,16" Pie,3x Dough,,,1,0,0,0,
Pizza,16" Pie,Specialty Tomato Sauce - Mozzeralla Cheese,,,1,0,0,0,
Pizza,16" Pie,Cheese,,,1,0,0,0,
Pizza,Soda (Can),,,2.4251359516616313,1020,2490.15,2.16,2487.99,
Pizza,Parmesan Bags 3,,,0.84,9,8.11,0,8.11,
Pizza,Margarita,,,17.524642857142858,27,473.7,0,473.7,
Pizza,Margarita,16" XLARGE,,,11,196.89,0,196.89,
Pizza,Margarita,14" LARGE,,,16,269.84,0,269.84,
Pizza,Margarita,Chicken Chunks,,,2,5.98,0,5.98,
Pizza,Margarita,Onion,,,1,0.99,0,0.99,
Pizza,Side Olives,,,0.99,3,2.97,0,2.97,
Pizza,Bros Supreme,,,21.49,2,42.98,0,42.98,
Pizza,Bros Supreme,16" XLARGE,,,1,22.99,0,22.99,
Pizza,Bros Supreme,14" LARGE,,,1,19.99,0,19.99,
Pizza,Hot Honey,,,1.629344262295082,81,129.19,0.4,126.8,
Pizza,Red Peppers Bags 3,,,0.84,7,6.13,0,6.13,
Pizza,Side Basil,,,0.5,1,0.5,0,0.5,
Pizza,Side Cilantro,,,0.5,1,0.5,0,0.5,
Pizza,Soda 2L,,,3.99,10,39.9,0,39.9,
